algorithm,elapsed_time,steps
AStar,2.214202404022217,500
AStar,4.530210494995117,730
AStar,3.661732196807861,867
AStar,5.735112428665161,1313
AStar,4.1223344802856445,944
AStar,6.262054204940796,1013
AStar,2.8521947860717773,671
AStar,5.395279407501221,866
AStar,4.424615859985352,712
AStar,4.538330078125,1049
AStar,3.726560354232788,603
AStar,3.136676073074341,725
AStar,4.910358667373657,1122
AStar,3.648096799850464,581
AStar,4.825286149978638,780
